Combinado,Floral,Generico,Geometrico,Liso,Precio,Ventas
0,0,1,0,0,974.10,20
1,0,0,0,0,473.40,100
0,0,1,0,0,218.00,100
0,0,1,0,0,371.00,90
0,0,1,0,0,361.00,60
0,0,1,0,0,237.00,1000
0,1,0,0,0,312.00,80
0,1,0,0,0,211.00,600
0,1,0,0,0,311.00,100
1,0,0,0,0,125.51,90
0,0,1,0,0,426.58,300
0,0,1,0,0,285.00,1000
0,1,0,0,0,275.00,200
0,1,0,0,0,267.20,200
0,0,1,0,0,313.60,100
0,0,1,0,0,267.96,20
0,0,1,0,0,281.35,100
0,0,1,0,0,375.00,1000
1,0,0,0,0,242.55,60
0,0,1,0,0,381.79,100
0,0,1,0,0,386.00,20
0,0,1,0,0,271.00,90
0,0,1,0,0,431.00,1000
0,1,0,0,0,239.44,500
0,1,0,0,0,299.00,40
0,0,1,0,0,283.24,200
0,0,1,0,0,230.40,100
0,1,0,0,0,251.02,50
0,0,0,1,0,358.00,1000
0,0,1,0,0,562.00,10
0,0,1,0,0,368.90,100
0,0,1,0,0,387.31,90
0,1,0,0,0,244.00,100
0,0,1,0,0,341.00,40
0,0,1,0,0,276.00,1000
0,0,1,0,0,423.30,90
0,0,1,0,0,193.60,19
0,0,1,0,0,361.00,100
0,0,1,0,0,283.00,90
0,0,1,0,0,275.00,70
0,0,1,0,0,168.00,1000
0,0,1,0,0,223.30,90
0,0,1,0,0,126.72,400
0,1,0,0,0,341.88,80
0,1,0,0,0,341.00,200
1,0,0,0,0,150.38,35
1,0,0,0,0,386.00,1000
0,0,1,0,0,210.00,300
1,0,0,0,0,251.00,300
0,0,1,0,0,415.00,20
0,0,1,0,0,403.00,90
0,0,1,0,0,246.00,200
0,0,1,0,0,287.00,1000
0,0,1,0,0,200.00,400
0,0,1,0,0,305.60,100
0,1,0,0,0,238.71,400
0,0,1,0,0,171.00,200
0,0,0,1,0,176.00,400
0,0,1,0,0,470.00,1000
0,0,1,0,0,336.00,60
0,1,0,0,0,371.00,100
0,0,1,0,0,419.05,100
0,1,0,0,0,304.80,300
1,0,0,0,0,169.00,70
0,0,1,0,0,542.00,1000
0,0,1,0,0,416.00,90
0,0,1,0,0,470.00,40
0,0,1,0,0,159.87,100
0,1,0,0,0,180.00,100
0,0,1,0,0,281.00,100
0,0,1,0,0,"1,037.00",1000
0,0,1,0,0,216.08,100
0,1,0,0,0,310.00,100
0,0,1,0,0,499.20,80
0,1,0,0,0,343.80,100
0,0,1,0,0,342.00,70
0,0,1,0,0,346.00,1000
0,1,0,0,0,313.00,90
0,0,1,0,0,295.00,80
0,0,1,0,0,213.29,100
1,0,0,0,0,264.00,100
1,0,0,0,0,336.00,100
0,0,1,0,0,272.00,1000
0,0,1,0,0,274.00,200
0,0,1,0,0,147.05,800
0,0,0,1,0,286.89,400
0,0,1,0,0,198.00,300
0,0,1,0,0,579.00,50
0,1,0,0,0,340.00,1000
0,0,0,1,0,275.00,60
0,1,0,0,0,347.00,40
1,0,0,0,0,339.00,100
0,0,1,0,0,160.68,100
0,0,1,0,0,259.20,200
1,0,0,0,0,214.00,1000
0,0,1,0,0,213.35,200
1,0,0,0,0,218.27,30
0,1,0,0,0,353.00,70
0,0,1,0,0,651.00,60
0,0,1,0,0,313.00,400
0,1,0,0,0,563.00,1000
0,0,0,1,0,272.00,200
0,0,1,0,0,180.00,100
0,0,0,1,0,354.00,60
0,0,1,0,0,243.00,100
0,0,0,1,0,267.00,1000
0,0,1,0,0,287.00,200
0,0,1,0,0,294.00,60
0,1,0,0,0,215.00,100
0,0,1,0,0,383.00,90
0,0,1,0,0,337.60,200
0,1,0,0,0,483.00,1000
0,0,1,0,0,464.00,90
0,1,0,0,0,243.00,80
0,0,1,0,0,402.00,30
0,0,1,0,0,392.00,90
0,0,1,0,0,397.32,100
0,0,1,0,0,374.00,1000
0,0,1,0,0,383.00,90
0,1,0,0,0,246.00,200
0,1,0,0,0,370.00,100
0,1,0,0,0,420.00,50
0,0,1,0,0,120.45,35
0,0,1,0,0,392.00,1000
0,0,1,0,0,336.49,20
0,1,0,0,0,219.00,300
0,1,0,0,0,366.00,80
1,0,0,0,0,258.00,100
0,1,0,0,0,141.10,80
0,0,1,0,0,537.00,1000
0,0,1,0,0,"1,029.00",20
0,1,0,0,0,281.35,300
1,0,0,0,0,180.80,46
0,0,1,0,0,434.00,100
0,1,0,0,0,460.00,100
1,0,0,0,0,344.00,1000
0,0,1,0,0,253.00,100
0,0,1,0,0,358.00,20
0,0,1,0,0,481.00,80
0,0,1,0,0,"1,181.00",40
0,0,1,0,0,463.00,100
0,0,1,0,0,389.00,1000
0,1,0,0,0,448.00,70
0,0,1,0,0,148.19,18
0,0,0,1,0,231.42,300
0,0,1,0,0,278.00,200
0,0,1,0,0,428.40,10
0,1,0,0,0,460.00,1000
0,0,1,0,0,502.00,10
0,1,0,0,0,314.93,11
0,0,1,0,0,209.00,60
0,1,0,0,0,485.00,50
1,0,0,0,0,405.60,90
0,0,1,0,0,166.00,1000
1,0,0,0,0,273.00,10
1,0,0,0,0,402.00,30
0,0,1,0,0,420.00,100
0,0,1,0,0,227.20,500
0,1,0,0,0,131.00,10
0,0,1,0,0,354.00,1000
0,1,0,0,0,622.16,30
0,0,1,0,0,459.00,100
1,0,0,0,0,203.00,300
0,0,1,0,0,894.00,10
0,0,1,0,0,389.00,300
0,0,1,0,0,358.00,1000
0,0,1,0,0,69.00,200
0,0,1,0,0,271.00,40
0,0,1,0,0,221.76,300
0,0,0,1,0,260.26,600
0,0,1,0,0,712.00,30
0,0,1,0,0,209.00,1000
0,0,1,0,0,539.00,10
0,0,1,0,0,190.00,100
0,0,1,0,0,129.00,1000
0,1,0,0,0,240.00,70
0,0,1,0,0,398.00,30
0,0,1,0,0,363.00,1000
0,0,0,1,0,648.00,40
0,0,1,0,0,199.00,10
0,0,1,0,0,426.00,1000
0,0,1,0,0,326.00,70
0,0,1,0,0,214.88,100
0,1,0,0,0,361.00,1000
0,0,1,0,0,506.00,20
0,0,1,0,0,202.00,200
0,0,1,0,0,412.00,10
0,1,0,0,0,198.00,200
0,0,1,0,0,990.00,40
0,0,1,0,0,630.00,1000
0,1,0,0,0,172.28,900
0,1,0,0,0,189.00,500
0,0,1,0,0,391.00,200
0,0,1,0,0,343.00,1000
0,0,1,0,0,326.00,20
0,0,1,0,0,310.00,1000
0,0,1,0,0,462.00,1000
0,0,1,0,0,222.65,60
0,1,0,0,0,307.23,200
0,0,1,0,0,328.80,100
0,1,0,0,0,162.79,18
0,0,1,0,0,375.00,1000
0,0,1,0,0,119.00,60
1,0,0,0,0,149.00,17
0,0,0,1,0,390.00,100
0,0,1,0,0,395.00,1000
0,0,1,0,0,255.20,100
0,1,0,0,0,501.00,1000
0,0,1,0,0,231.00,300
0,0,1,0,0,200.00,1000
0,0,0,1,0,382.00,100
0,0,1,0,0,191.00,1000
0,0,1,0,0,371.00,90
0,1,0,0,0,243.00,1000
0,1,0,0,0,398.00,50
0,0,1,0,0,287.00,50
0,0,0,1,0,153.00,10
0,0,1,0,0,341.00,200
0,0,0,1,0,296.00,1000
0,0,1,0,0,344.96,50
0,0,1,0,0,337.00,40
0,0,0,1,0,201.00,200
0,0,1,0,0,465.00,70
0,1,0,0,0,576.00,1000
0,1,0,0,0,590.00,1000
0,0,1,0,0,865.80,40
0,0,1,0,0,284.00,100
0,0,1,0,0,374.00,200
0,0,1,0,0,270.00,100
0,0,0,1,0,341.00,400
0,0,1,0,0,730.00,1000
0,0,1,0,0,237.98,200
0,0,1,0,0,455.00,100
0,0,1,0,0,344.96,100
0,1,0,0,0,395.00,10
0,0,1,0,0,289.00,200
0,0,0,1,0,295.00,1000
0,1,0,0,0,375.00,10
0,0,1,0,0,484.33,40
0,0,1,0,0,328.00,20
0,1,0,0,0,598.00,10
0,0,1,0,0,216.00,30
1,0,0,0,0,427.00,1000
0,0,1,0,0,382.69,90
0,1,0,0,0,436.00,10
0,0,1,0,0,445.06,100
0,0,1,0,0,228.00,300
0,0,1,0,0,437.60,70
0,0,0,1,0,257.00,1000
0,0,0,1,0,273.00,1000
0,0,1,0,0,321.00,50
0,0,1,0,0,840.00,1000
0,0,1,0,0,340.00,1000
0,0,1,0,0,385.90,1000
0,0,1,0,0,168.30,100
0,1,0,0,0,297.00,100
0,0,1,0,0,264.47,70
0,0,1,0,0,173.00,30
0,1,0,0,0,99.99,10
0,0,1,0,0,288.00,1000
0,0,1,0,0,259.00,1000
0,0,1,0,0,205.00,1000
0,0,1,0,0,564.00,1000
0,1,0,0,0,196.00,1000
1,0,0,0,0,299.00,1000
0,0,1,0,0,520.00,1000
0,1,0,0,0,538.00,1000
0,1,0,0,0,567.00,1000
0,0,1,0,0,346.00,1000
0,0,1,0,0,297.00,1000
0,1,0,0,0,415.65,1000
0,0,1,0,0,374.00,1000
1,0,0,0,0,413.00,1000
0,1,0,0,0,640.00,1000
0,0,1,0,0,669.00,1000
0,1,0,0,0,220.00,1000
1,0,0,0,0,405.00,1000
0,0,1,0,0,536.00,1000
0,1,0,0,0,313.00,1000
0,0,1,0,0,248.00,200
0,0,1,0,0,260.10,90
0,0,1,0,0,274.48,100
0,1,0,0,0,275.00,300
0,0,1,0,0,361.00,50
0,0,1,0,0,466.00,1000
0,0,1,0,0,328.00,10
0,0,0,1,0,187.00,100
0,1,0,0,0,316.00,1000
1,0,0,0,0,240.24,15
0,1,0,0,0,209.44,10
0,1,0,0,0,218.00,500
0,0,1,0,0,177.87,26
0,0,1,0,0,181.04,38
1,0,0,0,0,197.00,900
1,0,0,0,0,453.00,100
0,0,1,0,0,207.00,15
0,1,0,0,0,394.00,200
0,1,0,0,0,209.44,30
0,1,0,0,0,226.00,400
0,0,1,0,0,154.03,300
0,0,1,0,0,299.00,500
0,0,1,0,0,197.89,600
0,0,1,0,0,199.43,17
0,1,0,0,0,189.00,600
0,1,0,0,0,155.00,80
0,0,1,0,0,316.47,300
0,1,0,0,0,181.77,200
1,0,0,0,0,197.00,100
0,1,0,0,0,247.00,400
0,0,1,0,0,217.00,100
0,0,1,0,0,142.45,15
0,0,0,1,0,236.00,100
0,1,0,0,0,333.41,300
1,0,0,0,0,284.00,300
0,1,0,0,0,254.00,100
0,0,1,0,0,299.00,300
0,0,1,0,0,208.78,200
0,0,1,0,0,203.00,200
0,0,1,0,0,234.08,200
0,0,1,0,0,181.72,13
0,0,1,0,0,299.00,30
0,0,1,0,0,142.45,700
0,0,1,0,0,270.00,100
0,0,1,0,0,433.00,100
0,0,1,0,0,154.76,31
0,0,1,0,0,180.31,13
0,0,1,0,0,135.78,13
0,0,1,0,0,162.79,700
0,0,1,0,0,197.10,14
0,0,1,0,0,334.34,10
0,0,1,0,0,168.63,600
0,0,1,0,0,296.38,900
0,0,1,0,0,176.00,800
0,1,0,0,0,133.59,800
0,0,1,0,0,358.05,200
0,0,1,0,0,177.87,300
0,1,0,0,0,338.00,100
0,1,0,0,0,310.00,900
0,1,0,0,0,166.00,500
0,0,1,0,0,272.00,300
0,1,0,0,0,318.78,400
0,0,1,0,0,208.78,15
1,0,0,0,0,189.42,500
0,0,1,0,0,241.78,300
0,0,1,0,0,168.63,900
0,0,1,0,0,246.00,400
0,0,0,1,0,227.92,100
0,0,1,0,0,234.08,300
0,1,0,0,0,187.11,400
0,0,1,0,0,344.00,100
0,0,1,0,0,233.60,900
0,0,1,0,0,196.00,700
1,0,0,0,0,224.84,200
0,0,1,0,0,299.00,300
0,1,0,0,0,204.00,200
0,0,1,0,0,240.00,600
0,1,0,0,0,242.40,100
0,0,0,1,0,236.30,900
0,0,1,0,0,189.00,300
0,0,1,0,0,299.00,200
1,0,0,0,0,275.00,200
0,0,1,0,0,233.31,200
0,0,1,0,0,149.60,400
0,1,0,0,0,121.36,50
0,0,1,0,0,489.72,100
0,0,1,0,0,149.38,23
0,0,1,0,0,300.00,200
0,0,1,0,0,310.00,100
0,0,1,0,0,376.00,100
0,1,0,0,0,228.00,200
0,0,1,0,0,238.00,300
0,0,0,1,0,463.00,100
0,0,1,0,0,275.00,200
0,0,1,0,0,343.10,700
0,0,1,0,0,390.00,300
0,1,0,0,0,295.68,30
1,0,0,0,0,503.00,200
0,0,1,0,0,305.69,100
0,0,1,0,0,270.00,100
0,0,1,0,0,227.20,200
0,0,1,0,0,299.00,100
0,0,1,0,0,507.00,80
0,0,1,0,0,221.60,800
0,0,1,0,0,165.71,18
0,0,1,0,0,235.79,400
0,1,0,0,0,277.00,30
0,0,1,0,0,291.00,100
0,0,1,0,0,436.90,100
0,0,1,0,0,217.00,70
0,0,1,0,0,294.00,50
0,0,1,0,0,472.00,100
0,0,1,0,0,358.82,100
0,1,0,0,0,213.16,300
0,1,0,0,0,342.65,80
0,0,1,0,0,195.00,200
0,0,1,0,0,185.57,100
0,0,1,0,0,243.32,100
0,0,1,0,0,175.20,17
0,0,1,0,0,314.50,30
0,0,1,0,0,217.14,90
0,0,1,0,0,267.00,90
0,1,0,0,0,194.00,100
0,0,1,0,0,457.00,100
0,0,0,1,0,256.41,400
0,0,1,0,0,345.95,500
0,0,1,0,0,318.40,200
0,1,0,0,0,194.00,11
0,0,1,0,0,436.00,80
0,0,1,0,0,359.00,100
0,0,1,0,0,299.00,1000
0,0,1,0,0,199.00,10
0,0,1,0,0,199.00,1000
0,0,1,0,0,199.00,40
0,0,1,0,0,154.44,200
0,0,1,0,0,159.00,100
0,1,0,0,0,99.99,10
0,0,1,0,0,270.30,100
0,0,1,0,0,275.00,100
0,0,1,0,0,312.44,400
0,0,1,0,0,254.04,50
0,0,1,0,0,179.58,600
0,0,1,0,0,401.00,60
0,0,0,1,0,255.50,500
0,0,0,1,0,368.00,30
0,1,0,0,0,713.00,80
0,0,1,0,0,217.00,600
1,0,0,0,0,350.00,200
0,1,0,0,0,362.00,100
0,0,0,1,0,321.00,100
0,1,0,0,0,251.02,100
0,1,0,0,0,302.61,800
0,0,1,0,0,867.00,100
0,0,1,0,0,208.05,100
0,0,1,0,0,656.00,10
0,0,1,0,0,579.00,80
0,1,0,0,0,261.00,1000
1,0,0,0,0,210.21,11
0,0,1,0,0,377.00,100
0,0,1,0,0,367.00,1000
0,1,0,0,0,189.00,400
0,0,1,0,0,424.00,40
0,0,1,0,0,264.00,300
0,0,1,0,0,298.00,400
0,0,1,0,0,179.41,60
0,0,1,0,0,354.97,200
0,0,1,0,0,218.00,1000
0,0,1,0,0,344.96,100
0,0,1,0,0,397.00,200
0,0,1,0,0,357.00,40
0,0,1,0,0,391.00,1000
0,1,0,0,0,543.00,50
0,0,1,0,0,279.00,100
0,0,1,0,0,383.00,10
0,0,1,0,0,189.55,200
0,0,1,0,0,343.00,50
0,0,1,0,0,296.45,300
1,0,0,0,0,254.00,80
0,0,1,0,0,180.00,32
0,0,1,0,0,233.75,200
0,0,1,0,0,670.00,60
0,0,0,1,0,225.00,33
0,0,1,0,0,333.60,40
0,0,1,0,0,507.00,30
0,0,1,0,0,300.00,10
0,1,0,0,0,155.20,200
0,0,1,0,0,533.00,20
0,1,0,0,0,272.00,500
0,0,1,0,0,193.80,200
0,1,0,0,0,212.43,300
0,0,1,0,0,176.00,400
1,0,0,0,0,207.13,200
0,0,1,0,0,333.00,80
0,1,0,0,0,226.38,800
0,0,1,0,0,335.00,100
0,0,1,0,0,313.60,200
0,0,1,0,0,211.00,600
0,0,1,0,0,374.99,300
0,0,1,0,0,576.00,100
0,0,1,0,0,249.00,300
0,0,1,0,0,324.94,200
0,0,0,1,0,268.73,70
0,0,1,0,0,310.00,200
0,0,1,0,0,431.00,50
0,1,0,0,0,242.55,200
0,1,0,0,0,457.00,100
0,0,1,0,0,437.00,60
0,0,1,0,0,179.35,30
0,0,1,0,0,246.00,400
0,0,1,0,0,223.30,200
0,0,1,0,0,"1,317.00",1000
0,1,0,0,0,154.00,100
0,0,1,0,0,541.00,80
0,0,1,0,0,310.00,400
0,0,1,0,0,191.25,200
0,1,0,0,0,265.00,50
0,1,0,0,0,468.93,100
0,0,1,0,0,511.00,100
0,0,1,0,0,510.30,300
0,1,0,0,0,465.08,70
0,0,1,0,0,514.00,20
0,0,1,0,0,291.55,70
0,0,0,1,0,99.00,1000
0,0,1,0,0,264.47,30
0,0,0,1,0,226.00,20
0,0,1,0,0,663.85,90
0,0,1,0,0,189.00,700
0,1,0,0,0,291.00,200
0,0,1,0,0,308.79,600
0,0,1,0,0,321.00,100
1,0,0,0,0,159.14,60
0,0,1,0,0,162.79,500
0,1,0,0,0,290.00,80
0,1,0,0,0,432.00,200
0,0,1,0,0,334.00,100
0,0,1,0,0,322.15,200
0,0,1,0,0,647.00,30
0,1,0,0,0,204.00,100
0,0,1,0,0,217.00,13
0,0,0,1,0,230.00,200
0,0,1,0,0,186.34,50
0,0,1,0,0,534.00,30
0,0,1,0,0,553.00,70
0,1,0,0,0,297.22,100
0,1,0,0,0,252.00,400
0,0,1,0,0,299.00,1000
0,0,0,1,0,242.36,600
0,0,1,0,0,467.00,20
0,0,1,0,0,307.00,200
0,0,1,0,0,157.60,100
0,1,0,0,0,238.71,100
0,0,1,0,0,387.00,80
0,1,0,0,0,344.96,100
0,0,1,0,0,539.00,10
0,1,0,0,0,182.00,700
0,0,1,0,0,192.00,300
0,1,0,0,0,575.00,50
0,1,0,0,0,220.22,200
0,0,1,0,0,449.00,70
0,0,1,0,0,186.00,50
0,1,0,0,0,395.00,40
0,1,0,0,0,240.00,100
0,1,0,0,0,164.98,100
0,0,0,1,0,234.33,900
0,0,0,1,0,355.00,20
0,0,1,0,0,212.52,14
0,0,1,0,0,324.17,100
0,0,1,0,0,448.00,10
0,1,0,0,0,258.00,100
0,1,0,0,0,291.06,100
0,0,1,0,0,333.00,200
0,0,1,0,0,276.00,30
0,0,1,0,0,251.02,100
0,1,0,0,0,819.00,1000
1,0,0,0,0,349.00,300
0,0,1,0,0,198.40,20
0,0,1,0,0,364.00,100
0,0,1,0,0,344.96,200
0,0,1,0,0,523.41,100
0,1,0,0,0,469.00,40
1,0,0,0,0,388.00,200
0,0,1,0,0,259.20,40
0,0,1,0,0,317.00,50
0,1,0,0,0,254.00,100
0,0,1,0,0,359.00,60
0,1,0,0,0,388.85,200
0,0,0,1,0,255.64,19
0,0,1,0,0,202.40,400
0,0,1,0,0,318.28,100
0,1,0,0,0,477.00,50
0,0,1,0,0,183.26,800
0,0,1,0,0,246.00,200
0,0,1,0,0,197.00,70
0,0,1,0,0,230.10,900
0,0,1,0,0,229.00,40
0,0,1,0,0,221.92,200
0,0,1,0,0,368.00,20
0,1,0,0,0,271.04,300
0,0,1,0,0,308.06,60
0,0,0,1,0,313.00,200
1,0,0,0,0,337.00,100
0,0,1,0,0,490.49,90
1,0,0,0,0,187.00,80
0,0,1,0,0,229.95,100
0,0,0,1,0,348.80,90
0,0,1,0,0,156.00,15
0,1,0,0,0,223.00,50
0,1,0,0,0,267.00,80
0,0,1,0,0,358.00,600
0,0,1,0,0,323.00,20
1,0,0,0,0,324.00,30
0,0,1,0,0,275.00,100
0,1,0,0,0,201.00,10
0,0,1,0,0,368.00,100
0,1,0,0,0,271.81,600
0,0,1,0,0,780.00,20
0,0,1,0,0,321.00,100
0,0,1,0,0,431.20,100
0,0,1,0,0,143.08,34
0,0,1,0,0,395.00,40
0,1,0,0,0,217.14,12
0,1,0,0,0,208.67,100
0,1,0,0,0,238.00,100
0,1,0,0,0,182.00,400
0,0,1,0,0,432.00,10
0,0,1,0,0,321.09,100
0,1,0,0,0,310.00,400
1,0,0,0,0,"1,029.00",20
0,0,1,0,0,242.00,100
0,1,0,0,0,288.00,70
0,0,1,0,0,351.00,50
0,1,0,0,0,278.74,300
0,1,0,0,0,238.00,500
1,0,0,0,0,610.00,40
0,0,0,1,0,273.35,100
0,1,0,0,0,318.40,200
0,0,1,0,0,375.76,100
0,0,1,0,0,295.00,10
0,0,1,0,0,558.57,100
0,1,0,0,0,116.00,60
0,0,1,0,0,368.00,80
0,0,1,0,0,264.00,300
0,0,1,0,0,405.00,100
0,1,0,0,0,287.21,400
0,0,1,0,0,234.33,90
0,0,1,0,0,277.00,700
0,0,0,1,0,223.00,70
0,0,1,0,0,408.00,100
1,0,0,0,0,193.00,200
0,1,0,0,0,324.17,400
0,0,1,0,0,347.00,100
0,0,0,1,0,132.86,37
0,0,1,0,0,315.36,100
1,0,0,0,0,107.00,100
0,1,0,0,0,257.95,100
1,0,0,0,0,232.20,30
0,0,0,1,0,141.95,20
0,0,1,0,0,253.00,200
1,0,0,0,0,438.00,80
0,0,1,0,0,170.82,800
0,0,1,0,0,391.00,100
0,0,1,0,0,206.00,11
0,0,1,0,0,481.00,50
0,0,1,0,0,258.42,100
0,0,1,0,0,233.60,100
0,1,0,0,0,371.00,70
0,0,1,0,0,408.00,800
0,0,0,1,0,324.94,80
0,0,1,0,0,272.00,100
0,0,1,0,0,194.00,500
0,0,1,0,0,116.61,10
0,1,0,0,0,294.91,100
0,1,0,0,0,194.18,800
0,1,0,0,0,150.54,10
0,0,1,0,0,484.00,80
0,0,1,0,0,327.00,60
0,0,1,0,0,277.00,500
0,1,0,0,0,218.00,100
0,0,0,1,0,417.60,300
0,0,1,0,0,340.00,50
0,0,1,0,0,540.00,50
0,0,1,0,0,171.00,300
1,0,0,0,0,235.79,28
0,1,0,0,0,187.98,100
0,1,0,0,0,403.00,70
0,1,0,0,0,251.79,30
0,1,0,0,0,434.00,90
0,1,0,0,0,153.00,300
0,0,1,0,0,244.86,800
0,0,1,0,0,232.14,30
0,0,1,0,0,294.00,50
0,1,0,0,0,270.40,300
0,0,1,0,0,229.00,300
0,0,1,0,0,177.00,300
0,0,1,0,0,455.00,80
0,1,0,0,0,477.00,100
0,0,1,0,0,421.00,100
0,1,0,0,0,193.00,100
0,0,1,0,0,189.00,15
0,0,1,0,0,196.00,900
0,0,0,1,0,324.90,200
0,0,1,0,0,242.00,100
0,0,1,0,0,204.40,500
0,0,1,0,0,172.00,200
1,0,0,0,0,284.00,200
0,1,0,0,0,169.26,500
0,0,1,0,0,335.80,17
0,0,1,0,0,542.00,200
0,0,0,1,0,227.92,70
0,1,0,0,0,328.00,20
0,0,1,0,0,210.21,200
0,1,0,0,0,178.00,100
0,0,1,0,0,403.00,10
0,0,1,0,0,209.00,100
0,0,1,0,0,284.00,200
1,0,0,0,0,250.00,20
0,0,1,0,0,196.00,20
0,0,0,1,0,293.00,100
0,1,0,0,0,324.00,50
0,0,1,0,0,357.00,100
0,0,1,0,0,341.00,1000
0,0,1,0,0,259.00,40
0,0,1,0,0,271.00,100
0,0,1,0,0,182.49,600
0,0,1,0,0,381.00,100
0,0,1,0,0,262.00,60
1,0,0,0,0,349.00,100
0,0,1,0,0,247.00,11
0,0,1,0,0,332.15,10
0,0,1,0,0,421.00,30
0,1,0,0,0,237.00,15
0,1,0,0,0,249.00,10
0,0,1,0,0,409.00,90
0,1,0,0,0,758.00,1000
0,1,0,0,0,256.41,500
0,0,1,0,0,205.13,15
0,0,1,0,0,170.00,100
0,0,0,1,0,387.00,100
0,1,0,0,0,336.00,60
0,1,0,0,0,192.00,400
0,0,1,0,0,436.54,40
0,1,0,0,0,286.00,100
0,1,0,0,0,146.00,900
0,1,0,0,0,406.00,40
0,0,0,1,0,337.26,800
0,0,1,0,0,592.00,20
0,1,0,0,0,103.23,10
0,0,1,0,0,330.00,100
1,0,0,0,0,186.15,400
0,1,0,0,0,439.00,100
0,0,1,0,0,182.75,500
0,0,1,0,0,277.95,40
0,0,1,0,0,293.00,10
0,0,1,0,0,472.00,10
0,1,0,0,0,244.00,400
0,0,1,0,0,465.00,70
0,0,1,0,0,746.13,100
0,1,0,0,0,431.00,40
0,0,1,0,0,447.00,100
0,0,1,0,0,294.00,60
0,0,1,0,0,214.57,100
0,0,1,0,0,262.57,80
0,1,0,0,0,169.36,30
0,1,0,0,0,233.31,800
0,0,1,0,0,687.00,60
0,0,1,0,0,113.90,300
0,1,0,0,0,226.00,600
0,0,1,0,0,251.00,100
0,0,1,0,0,490.00,200
0,0,1,0,0,177.39,37
0,0,1,0,0,513.00,90
1,0,0,0,0,276.00,10
0,0,0,1,0,196.00,20
0,0,1,0,0,150.38,14
0,0,1,0,0,567.49,200
0,1,0,0,0,322.00,80
0,0,1,0,0,241.00,400
0,1,0,0,0,177.87,80
0,0,1,0,0,308.00,200
0,0,1,0,0,514.25,100
0,0,1,0,0,274.00,100
0,1,0,0,0,211.00,200
0,0,1,0,0,253.00,300
0,0,1,0,0,229.00,100
0,1,0,0,0,612.85,1000
0,0,1,0,0,138.40,20
0,1,0,0,0,208.78,21
0,0,0,1,0,431.00,70
0,0,1,0,0,267.00,700
0,0,1,0,0,521.00,100
0,0,0,1,0,238.70,11
0,1,0,0,0,445.00,90
0,0,1,0,0,559.00,20
0,0,1,0,0,241.01,100
0,0,1,0,0,323.39,400
0,0,1,0,0,448.00,20
0,1,0,0,0,312.00,100
0,0,1,0,0,603.00,1000
0,0,1,0,0,409.00,60
0,0,0,1,0,165.00,100
1,0,0,0,0,261.00,100
0,0,1,0,0,282.00,100
0,1,0,0,0,276.00,100
0,0,1,0,0,237.00,900
0,0,1,0,0,840.00,10
0,1,0,0,0,177.00,700
0,0,1,0,0,474.00,10
0,0,1,0,0,351.00,200
0,1,0,0,0,210.00,80
0,1,0,0,0,317.00,100
1,0,0,0,0,355.30,400
0,1,0,0,0,99.99,1000
0,0,1,0,0,389.00,100
1,0,0,0,0,180.00,400
0,0,1,0,0,244.00,12
0,1,0,0,0,149.00,100
0,1,0,0,0,232.00,300
0,1,0,0,0,310.00,100
0,0,1,0,0,447.30,100
0,0,0,1,0,358.00,1000
0,0,1,0,0,254.25,40
0,1,0,0,0,242.55,200
0,0,1,0,0,410.00,40
0,1,0,0,0,491.00,200
0,1,0,0,0,216.00,1000
0,0,1,0,0,624.00,20
0,0,1,0,0,215.00,100
0,0,1,0,0,408.00,80
0,0,0,1,0,544.00,70
0,0,1,0,0,194.40,800
0,0,1,0,0,302.61,200
0,0,0,1,0,381.00,80
1,0,0,0,0,415.00,20
0,0,1,0,0,374.99,300
0,0,1,0,0,515.10,500
0,0,1,0,0,319.01,100
0,1,0,0,0,376.00,100
0,0,0,1,0,223.00,200
0,0,1,0,0,515.10,500
0,0,1,0,0,319.01,100
0,1,0,0,0,376.00,100
0,0,0,1,0,223.00,200
0,0,1,0,0,223.30,200
0,1,0,0,0,357.00,100
0,1,0,0,0,543.00,20
0,0,1,0,0,238.89,50
0,1,0,0,0,568.00,20
0,0,1,0,0,268.00,100
0,0,1,0,0,234.00,400
0,0,1,0,0,344.96,100
1,0,0,0,0,990.00,30
0,0,1,0,0,183.00,200
0,0,1,0,0,422.00,200
0,0,1,0,0,355.00,50
0,0,1,0,0,282.40,100
0,1,0,0,0,362.00,20
0,0,0,1,0,348.00,20
0,0,1,0,0,734.00,20
0,1,0,0,0,177.10,12
0,0,1,0,0,183.96,300
0,0,1,0,0,244.00,42
1,0,0,0,0,103.05,100
0,1,0,0,0,275.00,1000
0,0,1,0,0,410.41,90
0,0,1,0,0,269.60,500
0,0,1,0,0,289.81,100
0,0,1,0,0,493.00,10
0,1,0,0,0,384.00,10
0,0,1,0,0,371.00,70
0,0,1,0,0,336.00,1000
0,0,1,0,0,323.00,10
0,0,1,0,0,286.00,20
0,0,1,0,0,361.00,100
0,0,1,0,0,233.28,30
0,0,1,0,0,352.66,200
0,0,1,0,0,208.00,700
0,1,0,0,0,350.00,100
0,0,1,0,0,328.00,30
0,0,1,0,0,390.00,20
0,0,1,0,0,412.00,70
0,1,0,0,0,293.37,60
0,0,1,0,0,464.00,1000
0,0,1,0,0,198.00,100
0,0,1,0,0,296.00,40
1,0,0,0,0,572.00,40
0,1,0,0,0,201.00,800
0,0,1,0,0,270.30,50
